University of Aberdeen,Anthropology and Spanish & Latin American Studies (5 years),Cybersecurity,Environmental Effects on Inbreeding Depression (Distance Learning Project),School of Biological Sciences
University of Aberdeen,Anthropology and Theology & Religion,Data Science,"Investigating migration, kinship and mobility in prehistoric Scotland using ancient DNA and stable isotopes",Department of Archaeology
University of Aberdeen,Applied Mathematics,Decommissioning,Understanding the determinants of children's mental health trajectories,"School of Medicine, Medical Sciences & Nutrition"
University of Aberdeen,Applied Mathematics,Decommissioning,Machine Learning based Predictive Emissions Monitoring System for Gas Turbines,Department of Computing Science
University of Aberdeen,Applied Sports Science,Digital Marketing Leadership,Mechanisms of pathogenicity of periodontal bacteria in patients presenting with acute myocardial infarction.,"School of Medicine, Medical Sciences & Nutrition"
University of Aberdeen,Archaeology,Dispute Resolution,Automated Big Data Analysis - (studied entirely by Distance Learning),School of Engineering
University of Aberdeen,Archaeology,DPLP - Professional Legal Practice,Computations and invariants in equivariant stable homotopy theory,Department of Mathematics
University of Aberdeen,Archaeology and Art History,Drug Discovery and Development,New computations in topological Hochschild and cyclic homology,Department of Mathematics
University of Aberdeen,Archaeology and Celtic & Anglo-Saxon Studies,Early Years,Which symptoms bother which people the most? Understanding the bothersomeness of common potential cancer symptoms as a prompt to GP-help seeking (Distance Learning Project - Unfunded),"School of Medicine, Medical Sciences & Nutrition"
University of Aberdeen,Archaeology and History,Ecology and Conservation,Statistical physics of DNA replication,Department of Physics
University of Aberdeen,Art History,Energy and Environmental Law with Dissertation,Chaos and fractals in fluid motion,Department of Physics
University of Aberdeen,Art History and Celtic & Anglo-Saxon Studies,Energy and Environmental Law with Professional Skills,The mathematics behind the smartness of neural networks - (studied by distance learning),Department of Physics
University of Aberdeen,Art History and English,Energy Law with Dissertation,5G and next generation chaos-based wireless communication - (studied by distance learning),Department of Physics
University of Aberdeen,Art History and Film & Visual Culture,Energy Law with Professional Skills,Fate and transport of microplastics in partially saturated soils,School of Engineering
University of Aberdeen,Art History and French,Energy Politics and Law,Stratified shear flows in inclined pipes,School of Engineering
University of Aberdeen,Art History and French (5 years),Energy Transition Systems and Technologies,Formulation of cost-effective chemicals from wastes to control unwanted gas leakage from petroleum reservoirs,School of Engineering
University of Aberdeen,Art History and History,"Energy, Economics and Law",Application of Nanotechnology in well plugging and abandonment of depleted oil fields,School of Engineering
University of Aberdeen,Art History and Spanish & Latin American Studies,English Language and Literature,The impacts of heterogeneity of reservoir rock property on the multiphase flow and oil recovery from pore scale to reservoir scale,School of Engineering
University of Aberdeen,Art History and Spanish & Latin American Studies (5 years),Environmental Management,Combine Digital Rock Technology and AI to Identify Remaining Hydrocarbon potential,School of Engineering
University of Aberdeen,Art History and Theology & Religion,Environmental Pollution and Remediation,Selection of wave energy device to power remote locations – A Systems Modelling Approach,School of Engineering
University of Aberdeen,Biochemistry,Environmental Science,Fluid Mechanics of Colloidal Suspensions (Nanofluids) in Drilling Operations,School of Engineering
University of Aberdeen,Biochemistry with Industrial Placement,Ethnology and Folklore,Understanding the mechanics of fluids in fractured rocks during enhanced oil recovery processes,School of Engineering
University of Aberdeen,Biological Sciences,"Executive MBA (Shanghai, China)",An assessment of the residual strength of corroded pipelines,School of Engineering
University of Aberdeen,Biological Sciences,"Film, Visual Culture and Arts Management",Structural integrity of high strength submarine pipelines in deep water environment,School of Engineering
University of Aberdeen,Biology,Finance,Developing geospatial methods for resource assessments of renewable energy technologies,School of Engineering
University of Aberdeen,Biomedical Sciences (Anatomy),Finance and Investment Management,What is the optimal scale for fully autonomous municipal energy systems?,School of Engineering
University of Aberdeen,Biomedical Sciences (Anatomy) with Industrial Placement,Finance and Investment Management (with CFA Level 1 Examination),Multi-energy models of residential energy demand: further developments and international comparisons,School of Engineering
University of Aberdeen,Biomedical Sciences (Developmental Biology),Finance and Real Estate,Energy system integration of offshore energy: exploring synergies between oil and gas and renewables sectors,School of Engineering
University of Aberdeen,Biomedical Sciences (Developmental Biology) with Industrial Placement,Finance and Real Estate (with CFA Level 1 Examination),Constrained Control of Nonlinear Engineering Systems in The Presence of The Delay,School of Engineering
University of Aberdeen,Biomedical Sciences (Molecular Biology),Financial Technology,Dynamics and Control of Wave Energy Harvesting Devices,School of Engineering
University of Aberdeen,Biomedical Sciences (Molecular Biology) with Industrial Placement,Gaelic Medium Education,Structural optimisation of highly flexible wings,School of Engineering
University of Aberdeen,Biomedical Sciences (Pharmacology),General Law,Design of lightweight stiffened shell structures using topology optimisation,School of Engineering
University of Aberdeen,Biomedical Sciences (Pharmacology) with Industrial Placement,Geographical Information Systems,Advanced design of fibre reinforced composites - using multiscale reliability analysis and optimisation,School of Engineering
University of Aberdeen,Biomedical Sciences (Physiology),Geographical Information Systems,Optimal Design of fibre reinforced composite pipes,School of Engineering
University of Aberdeen,Biomedical Sciences (Physiology) with Industrial Placement,Geophysics,Numerical modelling of cracked engineering materials under dynamic loading,School of Engineering
University of Aberdeen,Biotechnology (Applied Molecular Biology),Global Health and Management,Analysis of damage mechanisms in composite risers and umbilicals,School of Engineering
University of Aberdeen,Biotechnology (Applied Molecular Biology) with Industrial Placement,Global Subsea Engineering,Finite Elements Techniques in 3D Dynamic Fracture Mechanics,School of Engineering
University of Aberdeen,Business Management,Health Data Science,Optimizing the Mechanical Properties of 3D Printed Aluminium Alloys Using Multiscale Experimental and Computational Techniques,School of Engineering
University of Aberdeen,Business Management and Economics,Health Economics for Health Professionals,Computational modelling of deformation and failure in additively manufactured high strength alloys,School of Engineering
University of Aberdeen,Business Management and English,Health Psychology,Computational framework for mechanical integrity assessment of offshore wind turbines,School of Engineering
University of Aberdeen,Business Management and Finance,Human Nutrition,"Development of empirical and damage predictive models, for protective structures, under extreme loading",School of Engineering
University of Aberdeen,Business Management and French,Human Rights and Criminal Justice,Modelling of joining technologies for novel metal matrix composites for offshore applications,School of Engineering
University of Aberdeen,Business Management and French (5 years),Immunology & Immunotherapy,Predicting mechanical properties of nanocomposites with brush-like reinforcement,School of Engineering
University of Aberdeen,Business Management and Gaelic Studies,Inclusive Practice,Digital twin in micromachining through multiscale simulation,School of Engineering
University of Aberdeen,Business Management and Geography,Industrial Biotechnology,Upper limb biomechanical modelling and movement analysis based on inertial sensors,School of Engineering
University of Aberdeen,Business Management and German,Industrial Pharmaceutical Chemistry - from Laboratory to Market,Biomechanical modelling of tendon transfers in the upper limb,School of Engineering
University of Aberdeen,Business Management and German (5 years),Industrial Robotics,Integrated Aero/Hydro/Structural Analysis and Multi-objective Optimisation of Floating Wind Turbines,School of Engineering
University of Aberdeen,Business Management and History,Information Technology,Multi-objective Optimisation of Hybrid Renewable Energy Systems,School of Engineering
University of Aberdeen,Business Management and Information Systems,Integrated Petroleum Geoscience,Finite element analysis of energy tunnels,School of Engineering
University of Aberdeen,Business Management and Information Systems,Intellectual Property Law,Finite element analysis of energy diaphragm walls,School of Engineering
University of Aberdeen,Business Management and International Relations,Intellectual Property Law with Professional Skills,Secondary currents in rough-bed open-channel flows and their interrelations with the primary mean flow and turbulence,School of Engineering
University of Aberdeen,Business Management and Legal Studies,International Business and Finance,"Very large scale motions (VLSM) in rough-bed turbulent open-channel flows: topology, statistics, dynamics",School of Engineering
University of Aberdeen,Business Management and Mathematics,International Business Management,The transport of alien particles under waves,School of Engineering
University of Aberdeen,Business Management and Politics,International Commercial Law with Dissertation,The effects of vegetation on wave hydrodynamics in coastal environments,School of Engineering
University of Aberdeen,Business Management and Psychology,International Commercial Law with Professional Skills,"Marine risers: experimental damage detection, monitoring and numerical modelling using digital twins",School of Engineering
University of Aberdeen,Business Management and Real Estate,International Finance and Political Relations,"Enhancing the performance, condition, safety and reliability of offshore wind energy infrastructure systems using optimal design, inspections, structural health monitoring and structural control",School of Engineering
University of Aberdeen,Business Management and Sociology,International Human Resource Management,"Raindrops, pesticides, and oil spills – droplet interactions with porous and textured surfaces",School of Engineering
University of Aberdeen,Business Management and Spanish & Latin American Studies,International Human Rights,LNG sloshing and Leidenfrost droplet dynamics – modelling gas-cushioned liquid-solid impacts with phase change,School of Engineering
University of Aberdeen,Business Management and Spanish & Latin American Studies (5 years),International Law,Characterisation of flow around a bivalve (Pecten Maximus) shell,School of Engineering
University of Aberdeen,Celtic & Anglo Saxon Studies and German,International Law and International Relations,Development of a low cost hyperspectral imaging device for remote sensing of environmental flows,School of Engineering
University of Aberdeen,Celtic & Anglo Saxon Studies and Spanish & Latin American Studies,"International Law, Security and Strategic Studies",Understanding and supporting personal security during walking journeys,School of Engineering
University of Aberdeen,Celtic & Anglo Saxon Studies and Theology & Religion,International Political Economy,Numerical Investigation of Flow Boiling Heat Transfer in Water-Cooled Reactors,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies,International Relations,Dynamic Behaviour of Oil Palm Broom Fibre (OPBF) Reinforced Concrete,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and English,International Relations and International Law,Behaviour and Design of Natural Fibre Reinforced Composites,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and Film & Visual Culture,International Relations and Management,Fluid flows above and within porous materials,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and French,International Security,Macroscopic capillary pressure in multi-phase porous media flows,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and French (5 years),International Trade Law,Turbulence dynamics under breaking waves,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and Gaelic Studies,International Trade Law,Effects of flexible vegetation on oscillatory flow hydrodynamics and sediment dynamics,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and German (5 years),International Trade Law and Treaty Negotiation with Professional Skills,Modelling towed fishing gears on seabed sediment,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and History,International Trade Law and Treaty Negotiation with Professional Skills,The role of pipeline-soil interaction in the stability of pipelines,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and Language & Linguistics,Leadership in Professional Contexts,More efficient structural design for floating offshore wind turbines,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and Philosophy,"Literatures, Environments and Places",High-performance lightweight steel framing structures,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and Sociology,Marine Conservation,Application of digital holography for underwater measurements,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and Spanish & Latin American Studies (5 years),Marketing Management,Laser induced breakdown spectroscopy for subsea applications,School of Engineering
University of Aberdeen,Celtic & Anglo-Saxon Studies and Theology & Religious Studies,Master of Public Health,Novel Fractional-order Control Schemes,School of Engineering
University of Aberdeen,Certificate in Archaeology,Master of Public Health Online,Control of nonlinear systems motivated by linear control theory,School of Engineering
University of Aberdeen,Chemical Engineering,Masters in Education,Unlocking the potential of 5G through cross-layer optimisation,School of Engineering
University of Aberdeen,Chemical Engineering,Masters in Theology,DC power flow controller for meshed DC power system,School of Engineering
University of Aberdeen,Chemistry,MBA,Optical Fibre Lasers	,School of Engineering
University of Aberdeen,Chemistry (5 years),MBA (Global),Optical Fibre Sensors,School of Engineering
University of Aberdeen,Childhood Practice,MBA Energy Management,Bioinspired Robot Swarm for Monitoring Tasks,School of Engineering
University of Aberdeen,Civil and Environmental Engineering,Medical Imaging,Soft Robotics Tactile Sensors for Healthcare,School of Engineering
University of Aberdeen,Civil and Structural Engineering,Medical Physics,Robust Management of Encrypted Internet Traffic,School of Engineering
University of Aberdeen,Civil Engineering,Medical Sciences,Scaling Internet Delivery of Live TV,School of Engineering
University of Aberdeen,Civil Engineering with Subsea Technology (5 years),Medieval and Early Modern Studies,Towards interoperability of offshore DC transmission grids,School of Engineering
University of Aberdeen,Community Music,Microbiology,Integration of large offshore wind farms using direct DC/DC conversion and HVDC transmission,School of Engineering
University of Aberdeen,Computing,Mindfulness Professional Recognition,Automated 3D Data Analysis using Artificial Intelligence - (studied by Distance Learning),School of Engineering
University of Aberdeen,Computing and Music,Ministry Studies (Aberdeen),Autonomous learning with Artificial Intelligence - (studied entirely by Distance Learning),School of Engineering
University of Aberdeen,Computing Science,Modern History,On-board Integrated Chargers and Battery Management Systems for Electrical Vehicles (EVs),School of Engineering
University of Aberdeen,Computing Science (5 years),Molecular Medicine,Design and Modelling of DC/DC Converters for HVDC Interconnections,School of Engineering
University of Aberdeen,Computing Science and Mathematics,Museum Studies,Application of non-thermal plasma-assisted heterogeneous catalysis for the upgrading of methane,School of Engineering
University of Aberdeen,Computing Science and Physics,Music,Low temperature steam reforming of methane for hydrogen production,School of Engineering
University of Aberdeen,Computing Science with Industrial Placement,Natural Resources Law,Thermally superconducting and superinsulating nanofluids and their use in nanodevices,School of Engineering
University of Aberdeen,Conservation Biology,Offshore Engineering,Process models for Portland cement manufacturing,School of Engineering
University of Aberdeen,Counselling Skills,Oil and Gas Engineering,Green conversion of (mixed) waste into porous carbon materials with application in gas treatment by adsorption,School of Engineering
University of Aberdeen,Criminology and Sociology,Oil and Gas Engineering,Sustainable development of cutting-edge porous sorbents for gas separation,School of Engineering
University of Aberdeen,Dental Nursing,Oil and Gas Enterprise Management,New light-responsive energy harvesters for energy storage,School of Engineering
University of Aberdeen,Dental Technology,Oil and Gas Law with Dissertation,New light-responsive electrolytes for energy conversion,School of Engineering
University of Aberdeen,Dentistry,Oil and Gas Law with Dissertation,Continuous separation of conglomerate forming enantiomers using crystallization process,School of Engineering
University of Aberdeen,Divinity,Oil and Gas Law with Professional Skills,Efficient simulation of the effect of mixing and flow condition on product crystal qualities in a continuous crystallizer using coupled CFD-PBE approach,School of Engineering
University of Aberdeen,Ecology,Oil and Gas Law with Professional Skills,Applications of topology to soft matter physics,Department of Mathematics
University of Aberdeen,Economics,Osteoarchaeology,Applied Algebraic Topology in Geometry,Department of Mathematics
University of Aberdeen,Economics and Finance,"Pastoral Care, Guidance & Pupil Support",Algebraic Methods in Musical Composition,Department of Mathematics
University of Aberdeen,Economics and French,Peace and Conflict Studies,,
University of Aberdeen,Economics and French (5 years),Performance Studies,,
University of Aberdeen,Economics and Gaelic Studies,Person-Centred Counselling,,
University of Aberdeen,Economics and Geography,Petroleum Data Management,,
University of Aberdeen,Economics and German,Petroleum Engineering,,
University of Aberdeen,Economics and German (5 years),Petroleum Engineering,,
University of Aberdeen,Economics and History,"Petroleum, Energy Economics and Finance",,
University of Aberdeen,Economics and International Relations,Philosophy and Society,,
University of Aberdeen,Economics and Legal Studies,Physician Associate Studies,,
University of Aberdeen,Economics and Mathematics,Policy Evaluation,,
University of Aberdeen,Economics and Philosophy,Political Activism and Campaigning,,
University of Aberdeen,Economics and Politics,Postgraduate Certificate in International Arbitration,,
University of Aberdeen,Economics and Psychology,Postgraduate Certificate in Mediation,,
University of Aberdeen,Economics and Sociology,Precision Medicine and Pharmacological Innovation,,
University of Aberdeen,Economics and Spanish & Latin American Studies,Primary Education,,
University of Aberdeen,Economics and Spanish & Latin American Studies (5 years),Process Safety,,
University of Aberdeen,Electrical and Electronic Engineering,Professional Communication,,
University of Aberdeen,Electrical and Electronic Engineering with Renewable Energy,Project Management,,
University of Aberdeen,Engineering,Psychological Studies,,
University of Aberdeen,Engineering,Psychology,,
University of Aberdeen,Engineering (Civil and Environmental),Public International Law,,
University of Aberdeen,Engineering (Civil and Structural),Real Estate (Commercial Option),,
University of Aberdeen,Engineering (Civil),Real Estate (International Option),,
University of Aberdeen,Engineering (Electrical and Electronic),Renewable Energy Engineering,,
University of Aberdeen,Engineering (Electronic and Software),Renewable Energy Engineering,,
University of Aberdeen,Engineering (Mechanical and Electrical),Reproductive and Developmental Biology,,
University of Aberdeen,Engineering (Mechanical with Oil and Gas Studies),Research Methods For Health,,
University of Aberdeen,Engineering (Mechanical),Rural Surveying & Rural Property Management,,
University of Aberdeen,Engineering in Electronic and Software Engineering,Safety and Reliability Engineering,,
University of Aberdeen,English,Safety and Reliability Engineering,,
University of Aberdeen,English and Film & Visual Culture,Safety and Reliability Engineering for Oil and Gas,,
University of Aberdeen,English and French,Safety and Reliability Engineering for Oil and Gas,,
University of Aberdeen,English and French (5 years),Scandinavian Studies (Viking and Medieval Studies),,
University of Aberdeen,English and Gaelic Studies,Scottish Heritage,,
University of Aberdeen,English and German,Secondary Education,,
University of Aberdeen,English and German (5 years),"Sex, Gender, Violence",,
University of Aberdeen,English and History,Social Anthropology,,
University of Aberdeen,English and International Relations,Social Science,,
University of Aberdeen,English and Language & Linguistics,Sociology,,
University of Aberdeen,English and Philosophy,Soil Science,,
University of Aberdeen,English and Scottish Literature,Special Care Dentistry,,
University of Aberdeen,English and Sociology,Strategic Studies,,
University of Aberdeen,English and Spanish & Latin American Studies,Strategic Studies and Energy Security,,
University of Aberdeen,English and Spanish & Latin American Studies (5 years),Strategic Studies and International Law,,
University of Aberdeen,English and Theology & Religion,Strategic Studies and Management,,
University of Aberdeen,English with Creative Writing,Studies in Mindfulness,,
University of Aberdeen,English with Music Studies,Subsea Engineering,,
University of Aberdeen,Environmental Chemistry,Subsea Engineering,,
University of Aberdeen,Environmental Chemistry (5 years),Sustainability Transitions,,
University of Aberdeen,Environmental Science,Teaching Qualification in Further Education,,
University of Aberdeen,Exercise and Health Science,TESOL - Teaching English to Speakers of Other Languages,,
University of Aberdeen,Exercise and Health Science with Industrial Placement,Theology and Disability,,
University of Aberdeen,Film & Visual Culture,Translating and Interpreting Studies,,
University of Aberdeen,Film & Visual Culture and French,Translation Studies,,
University of Aberdeen,Film & Visual Culture and French (5 years),Transport and Intelligent Mobility,,
University of Aberdeen,Film & Visual Culture and Gaelic Studies,,,
University of Aberdeen,Film & Visual Culture and German,,,
University of Aberdeen,Film & Visual Culture and German (5 years),,,
University of Aberdeen,Film & Visual Culture and History,,,
University of Aberdeen,Film & Visual Culture and International Relations,,,
University of Aberdeen,Film & Visual Culture and Philosophy,,,
University of Aberdeen,Film & Visual Culture and Sociology,,,
University of Aberdeen,Film & Visual Culture and Spanish & Latin American Studies,,,
University of Aberdeen,Film & Visual Culture and Spanish & Latin American Studies (5 years),,,
University of Aberdeen,Finance,,,
University of Aberdeen,Finance and French,,,
University of Aberdeen,Finance and French (5 years),,,
University of Aberdeen,Finance and German,,,
University of Aberdeen,Finance and German (5 years),,,
University of Aberdeen,Finance and International Relations,,,
University of Aberdeen,Finance and Real Estate,,,
University of Aberdeen,Finance and Spanish & Latin American Studies,,,
University of Aberdeen,Finance and Spanish & Latin American Studies (5 years),,,
University of Aberdeen,Financial Economics,,,
University of Aberdeen,French and Gaelic Studies,,,
University of Aberdeen,French and Geography,,,
University of Aberdeen,French and German,,,
University of Aberdeen,French and History,,,
University of Aberdeen,French and History (5 years),,,
University of Aberdeen,French and International Relations,,,
University of Aberdeen,French and International Relations (5 years),,,
University of Aberdeen,French and Language & Linguistics,,,
University of Aberdeen,French and Language & Linguistics (5 years),,,
University of Aberdeen,French and Legal Studies,,,
University of Aberdeen,French and Legal Studies (5 years),,,
University of Aberdeen,French and Philosophy,,,
University of Aberdeen,French and Philosophy (5 years),,,
University of Aberdeen,French and Politics,,,
University of Aberdeen,French and Politics (5 years),,,
University of Aberdeen,French and Sociology,,,
University of Aberdeen,French and Sociology (5 years),,,
University of Aberdeen,French and Spanish & Latin American Studies,,,
University of Aberdeen,French Studies,,,
University of Aberdeen,French Studies (5 years),,,
University of Aberdeen,French with Music Studies,,,
University of Aberdeen,French with Music Studies (5 years),,,
University of Aberdeen,Gaelic Studies,,,
University of Aberdeen,Gaelic Studies and Geography,,,
University of Aberdeen,Gaelic Studies and German,,,
University of Aberdeen,Gaelic Studies and History,,,
University of Aberdeen,Gaelic Studies and Language & Linguistics,,,
University of Aberdeen,Gaelic Studies and Politics,,,
University of Aberdeen,Gaelic Studies and Sociology,,,
University of Aberdeen,Gaelic Studies and Spanish & Latin American Studies,,,
University of Aberdeen,Gaelic Studies and Theology & Religion,,,
University of Aberdeen,Gateway2Medicine,,,
University of Aberdeen,Genetics,,,
University of Aberdeen,Genetics (Immunology),,,
University of Aberdeen,Genetics (Immunology) with Industrial Placement,,,
University of Aberdeen,Genetics with Industrial Placement,,,
University of Aberdeen,Geography,,,
University of Aberdeen,Geography,,,
University of Aberdeen,Geography and Geoscience,,,
University of Aberdeen,Geography and German,,,
University of Aberdeen,Geography and German,,,
University of Aberdeen,Geography and International Relations,,,
University of Aberdeen,Geography and Sociology,,,
University of Aberdeen,Geography and Spanish & Latin American Studies,,,
University of Aberdeen,Geography and Spanish & Latin American Studies,,,
University of Aberdeen,Geology,,,
University of Aberdeen,Geology (5 years),,,
University of Aberdeen,Geology and Petroleum Geology,,,
University of Aberdeen,Geology and Physics,,,
University of Aberdeen,Geophysics,,,
University of Aberdeen,Geoscience,,,
University of Aberdeen,German and History,,,
University of Aberdeen,German and History (5 years),,,
University of Aberdeen,German and International Relations,,,
University of Aberdeen,German and International Relations (5 years),,,
University of Aberdeen,German and Language & Linguistics,,,
University of Aberdeen,German and Language & Linguistics (5 years),,,
University of Aberdeen,German and Legal Studies,,,
University of Aberdeen,German and Legal Studies (5 years),,,
University of Aberdeen,German and Mathematics,,,
University of Aberdeen,German and Mathematics,,,
University of Aberdeen,German and Philosophy,,,
University of Aberdeen,German and Philosophy (5 years),,,
University of Aberdeen,German and Politics,,,
University of Aberdeen,German and Politics (5 years),,,
University of Aberdeen,German and Sociology,,,
University of Aberdeen,German and Sociology (5 years),,,
University of Aberdeen,German and Spanish & Latin American Studies,,,
University of Aberdeen,German Studies,,,
University of Aberdeen,German Studies (5 years),,,
University of Aberdeen,German with Music Studies,,,
University of Aberdeen,German with Music Studies (5 years),,,
University of Aberdeen,History,,,
University of Aberdeen,History and International Relations,,,
University of Aberdeen,History and Legal Studies,,,
University of Aberdeen,History and Philosophy,,,
University of Aberdeen,History and Politics,,,
University of Aberdeen,History and Sociology,,,
University of Aberdeen,History and Spanish & Latin American Studies,,,
University of Aberdeen,History and Spanish & Latin American Studies (5 years),,,
University of Aberdeen,History and Theology & Religion,,,
University of Aberdeen,History with Music Studies,,,
University of Aberdeen,Human Embryology and Developmental Biology,,,
University of Aberdeen,Human Embryology and Developmental Biology with Industrial Placement,,,
University of Aberdeen,Immunology,,,
University of Aberdeen,Immunology and Pharmacology,,,
University of Aberdeen,Immunology and Pharmacology with Industrial Placement,,,
University of Aberdeen,Immunology with Industrial Placement,,,
University of Aberdeen,International Business,,,
University of Aberdeen,International Business (5 years),,,
University of Aberdeen,International Business with French,,,
University of Aberdeen,International Business with Gaelic,,,
University of Aberdeen,International Business with German,,,
University of Aberdeen,International Business with Mandarin,,,
University of Aberdeen,International Business with Spanish,,,
University of Aberdeen,International Relations and Language & Linguistics,,,
University of Aberdeen,International Relations and Legal Studies,,,
University of Aberdeen,International Relations and Sociology,,,
University of Aberdeen,International Relations and Spanish & Latin American Studies,,,
University of Aberdeen,International Relations and Spanish & Latin American Studies (5 years),,,
University of Aberdeen,International Relations and Theology & Religion,,,
University of Aberdeen,Language & Linguistics,,,
University of Aberdeen,Language & Linguistics and Philosophy,,,
University of Aberdeen,Language & Linguistics and Sociology,,,
University of Aberdeen,Language & Linguistics and Spanish & Latin American Studies,,,
